"V1","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Sex","ID","trap2","trap2_item","friend_name","X"
24,287,6,4,5,4,3,4,3,4,5,5,4,2,1,1,2,-1,1,2,1,4,4,4,4,4,3,3,4,4,4,4,4,5,5,5,6,5,6,5,4,2,4,5,5,2,5,2,4,3,3,3,6,3,3,4,3,6,5,5,3,5,3,3,3,6,3,5,5,6,5,5,6,5,4,6,5,6,4,5,"Female","phase_018_subj_42",NA,NA,"李",NA
25,578,7,7,7,6,7,5,5,5,5,5,4,2,1,3,2,3,3,3,2,5,5,5,5,5,4,4,3,5,4,4,7,8,6,4,5,7,8,8,5,6,6,7,7,6,6,1,6,6,6,5,3,7,6,6,5,7,6,7,5,6,3,5,5,7,3,6,7,6,3,3,7,6,1,7,3,7,6,6,"Male","phase_018_subj_88",NA,NA,"钱",NA
26,140,7,7,7,7,7,5,5,5,5,5,5,3,2,3,2,3,3,3,3,5,5,5,5,4,5,5,5,4,5,8,8,7,8,8,8,8,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"Male","phase_018_subj_21",NA,NA,"刘",NA
27,494,3,2,3,3,2,4,3,2,4,5,4,-1,-1,-2,1,-2,-1,1,2,5,4,5,5,4,4,4,4,4,3,6,7,5,7,6,6,7,6,7,4,3,1,3,5,2,5,3,3,3,2,3,4,3,2,4,2,3,2,6,3,4,3,6,3,6,3,5,4,6,5,5,5,6,5,5,3,6,3,4,"Female","phase_018_subj_75",NA,NA,"张",NA
28,107,3,2,3,3,3,4,3,2,4,5,4,-1,1,-2,1,-1,-1,1,2,4,4,5,5,4,4,4,4,4,3,7,8,5,8,6,5,6,5,7,4,3,2,3,5,2,5,2,3,3,2,2,4,3,2,4,3,3,2,5,3,3,3,6,3,6,3,5,6,6,6,5,3,3,5,5,3,5,3,4,"Male","phase_018_subj_11",NA,NA,"刘",NA
29,267,7,6,7,6,5,5,4,5,5,4,5,3,2,2,2,2,3,3,2,5,5,5,4,4,5,5,4,4,5,9,8,8,9,8,9,8,9,9,7,6,2,6,6,6,6,7,7,6,6,6,6,7,7,6,5,6,5,7,7,6,6,5,5,7,6,6,6,6,7,7,7,6,6,6,6,7,5,6,"Male","phase_018_subj_39",NA,NA,"李",NA
30,95,6,6,6,5,5,3,2,4,4,4,4,2,-1,1,-1,-1,2,3,1,4,5,5,5,4,3,4,3,4,4,4,4,5,7,6,5,6,4,5,5,6,5,6,6,4,6,3,5,6,6,5,6,3,6,4,6,6,5,5,3,3,3,2,3,6,4,6,6,5,6,3,6,4,3,6,4,6,5,4,"Male","phase_018_subj_9",NA,NA,"杨",NA
31,341,5,5,6,4,4,4,4,4,4,4,4,1,-1,1,1,1,2,2,2,4,5,5,4,4,4,4,3,4,4,4,4,5,5,5,4,5,4,5,5,5,3,5,5,3,5,4,5,5,5,4,4,3,3,5,5,5,3,5,3,4,3,5,3,5,5,5,5,1,7,5,5,5,5,5,6,3,3,5,"Male","phase_018_subj_55",NA,NA,"蔡",NA
32,553,3,2,3,2,1,4,2,2,4,5,4,1,-1,-1,2,-2,1,2,2,4,5,5,5,4,4,2,2,4,2,3,4,6,6,5,3,6,4,7,3,3,3,5,2,3,5,2,3,3,2,3,6,3,3,5,3,2,3,5,3,3,3,2,3,3,2,5,7,6,3,1,3,1,3,2,3,5,2,3,"Male","phase_018_subj_82",NA,NA,"董",NA
33,340,2,1,2,2,1,3,3,2,4,4,4,1,1,-2,1,-2,1,1,1,4,4,5,4,4,3,2,3,2,3,3,4,2,4,2,4,4,4,4,3,4,3,3,4,3,4,2,3,2,1,2,4,2,1,3,2,3,3,3,3,1,3,1,3,5,2,5,4,5,3,1,2,1,4,1,3,5,2,2,"Male","phase_018_subj_54",NA,NA,"张",NA
34,404,5,5,5,5,4,4,3,4,3,3,4,2,-2,-2,1,1,2,2,2,4,4,5,4,3,4,2,3,3,2,4,5,7,3,4,2,2,2,5,5,2,2,4,2,2,6,4,3,3,4,3,2,3,5,3,6,2,2,3,4,1,2,1,2,2,6,5,3,4,1,4,2,1,1,2,2,4,2,2,"Male","phase_018_subj_61",NA,NA,"杜",NA
35,451,6,6,7,5,5,5,4,4,5,5,5,2,3,1,2,1,1,3,2,5,5,5,4,5,4,4,3,5,4,7,8,7,8,7,8,8,9,9,3,6,5,3,7,3,6,1,6,6,5,2,6,5,6,6,3,4,5,6,1,5,6,6,6,6,6,6,5,7,5,6,7,6,3,6,3,6,5,7,"Male","phase_018_subj_72",NA,NA,"赵",NA
36,112,5,5,5,4,2,4,3,4,3,2,4,-1,2,1,1,1,-1,1,1,5,5,5,5,5,4,4,4,4,4,7,8,6,9,5,7,5,5,9,6,5,4,6,5,2,4,6,4,5,5,5,5,3,4,3,5,5,3,4,4,5,3,2,3,5,6,5,5,6,5,4,6,2,3,3,6,3,3,4,"Male","phase_018_subj_14",NA,NA,"胡",NA
37,432,6,6,7,6,6,4,5,5,5,5,5,3,3,2,3,3,3,3,3,5,5,5,5,5,3,4,3,5,5,5,7,4,6,6,5,8,6,8,4,3,2,7,6,5,6,2,7,7,6,6,5,3,6,7,6,7,6,7,6,6,7,5,7,7,7,6,7,7,7,7,4,7,5,7,7,7,3,7,"Male","phase_018_subj_65",NA,NA,"岳",NA
38,549,3,3,3,1,2,5,4,4,5,4,5,2,3,1,3,1,2,3,2,5,4,5,5,5,2,4,4,4,4,4,6,7,8,7,7,4,5,5,5,6,5,5,3,5,5,1,5,5,6,1,5,3,5,2,6,2,6,5,2,3,3,3,3,6,3,6,7,7,7,3,7,7,3,6,7,7,3,7,"Male","phase_018_subj_81",NA,NA,"刘",NA
39,360,5,4,5,3,4,4,3,4,4,4,4,2,-1,1,1,-1,1,2,1,4,3,4,4,2,3,3,4,4,3,4,5,6,5,4,4,6,5,4,5,4,3,3,5,4,5,5,4,5,4,3,5,3,3,3,4,5,5,3,3,4,3,3,3,6,3,5,5,5,3,3,3,5,5,5,5,5,3,4,"Male","phase_018_subj_56",NA,NA,"柳",NA
40,298,6,6,7,5,5,5,4,5,5,5,5,2,2,1,3,2,2,2,2,5,4,5,2,4,5,4,4,4,4,7,7,6,8,7,6,8,9,8,5,5,5,3,6,4,6,7,5,4,5,2,4,1,6,3,5,6,5,7,3,4,2,3,3,7,3,6,5,7,7,6,7,6,2,6,3,5,3,6,"Male","phase_018_subj_44",NA,NA,"张",NA
41,514,6,5,5,5,6,5,4,5,4,4,5,2,2,1,2,1,1,2,2,5,5,5,5,5,4,4,4,4,4,7,7,8,8,7,9,8,8,8,3,5,5,5,6,3,6,1,6,5,3,3,6,5,6,2,5,4,5,6,2,5,6,7,6,7,6,7,7,7,6,6,7,6,3,1,5,7,3,7,"Male","phase_018_subj_78",NA,NA,"李",NA
42,291,5,6,6,6,5,4,4,4,3,3,4,2,1,2,1,1,3,2,2,4,5,5,4,4,4,5,3,4,4,4,3,4,3,4,3,3,4,4,5,4,5,5,5,5,6,5,5,6,5,5,6,5,4,4,5,5,5,6,4,5,5,4,5,6,6,7,7,6,7,7,7,3,5,6,6,6,3,6,"Male","phase_018_subj_43",NA,NA,"李",NA
43,507,6,6,6,5,4,5,3,4,5,4,5,2,2,1,2,1,1,1,2,4,5,4,1,4,3,3,2,3,2,3,4,4,4,3,3,3,5,4,4,3,5,6,4,3,5,1,4,5,4,3,5,5,5,5,4,7,7,3,2,5,4,4,3,6,5,6,6,7,7,2,7,1,5,6,4,6,3,4,"Male","phase_018_subj_76",NA,NA,"黄",NA
44,318,5,6,5,5,6,4,2,4,4,4,4,3,1,1,2,-1,2,1,3,5,4,5,5,5,4,5,4,5,4,8,9,5,6,6,7,8,7,8,6,4,2,3,6,3,6,6,6,3,2,3,6,1,5,5,5,1,6,6,2,3,5,2,3,6,3,2,2,3,1,2,3,1,2,2,1,6,2,2,"Female","phase_018_subj_48",NA,NA,"胡",NA
45,683,6,7,7,7,6,4,4,5,4,4,5,3,1,3,2,2,2,3,2,5,5,5,5,5,5,4,4,5,4,6,6,7,7,7,8,8,9,8,7,7,3,7,6,7,6,7,7,7,6,6,6,5,6,5,5,7,6,7,5,5,5,1,7,6,7,3,7,7,7,6,7,6,4,7,6,7,6,6,"Male","phase_018_subj_104",NA,NA,"郭凯",NA
46,93,5,5,6,5,4,4,3,4,4,4,4,2,2,1,2,1,2,2,2,4,4,4,2,4,3,4,4,5,4,6,7,6,7,6,5,4,7,8,5,6,4,5,6,6,4,6,5,5,4,3,6,4,5,5,5,6,3,5,5,5,5,6,4,6,5,5,5,6,3,6,5,6,2,6,5,6,5,6,"Male","phase_018_subj_8",NA,NA,"王",NA
47,251,3,1,2,1,2,4,4,2,5,4,5,-2,-1,-2,1,-3,1,2,2,5,4,5,4,5,4,5,4,5,5,6,5,4,7,3,4,6,4,7,5,6,4,5,4,2,5,1,1,5,2,3,6,1,1,3,2,3,4,2,3,2,3,3,4,7,5,7,5,7,4,2,2,1,5,5,2,7,6,6,"Female","phase_018_subj_38",NA,NA,"胡",NA
48,122,5,5,6,6,4,3,4,4,4,4,4,2,-1,3,2,1,2,2,2,5,4,5,5,4,4,3,3,4,5,8,8,7,7,6,8,8,6,7,5,6,5,5,6,6,7,4,5,7,3,3,5,5,5,6,4,5,2,6,3,3,5,4,2,7,5,3,6,6,4,3,6,6,1,6,6,7,4,5,"Female","phase_018_subj_16",NA,NA,"郭",NA
49,568,5,4,5,4,2,5,1,4,5,5,4,2,-1,1,2,-1,2,2,2,4,3,5,2,4,3,3,3,3,3,4,4,5,4,4,3,5,5,6,6,2,5,6,5,4,3,6,4,5,3,4,2,4,3,3,6,5,6,2,2,5,5,2,3,5,3,4,2,4,3,2,3,2,2,2,2,2,2,4,"Female","phase_018_subj_86",NA,NA,"孔",NA
50,155,5,4,3,4,3,3,2,3,2,2,3,2,-1,2,2,1,1,1,2,5,4,5,5,4,3,3,3,4,4,6,8,5,6,4,7,7,8,7,6,6,5,5,6,4,6,3,4,3,5,2,6,3,3,3,6,1,6,5,5,5,4,4,3,7,5,7,7,7,4,5,5,4,4,6,7,1,4,6,"Male","phase_018_subj_23",NA,NA,"黄",NA
51,396,5,5,6,5,6,5,4,4,5,4,4,-1,-2,2,3,-2,1,2,2,4,4,4,5,5,4,4,5,5,4,3,4,1,3,1,2,2,2,3,5,1,6,4,5,2,5,2,4,3,5,2,6,1,3,6,5,2,5,4,3,6,5,7,2,5,6,6,5,5,6,6,3,5,4,6,5,5,3,6,"Female","phase_018_subj_60",NA,NA,"吴",NA
52,464,6,5,6,6,7,4,3,4,5,4,4,-1,-2,1,2,-1,1,2,2,4,4,5,5,4,5,5,4,4,5,3,3,1,2,1,1,2,1,2,6,3,5,4,6,2,5,2,4,3,6,3,7,2,2,5,5,4,5,4,2,5,5,5,2,5,6,5,5,6,5,5,3,4,4,6,6,5,3,6,"Female","phase_018_subj_73",NA,NA,"黄",NA
53,524,6,4,5,7,6,4,3,4,5,5,5,-1,-2,2,1,-2,2,2,3,4,5,4,5,4,5,5,4,4,5,3,4,2,3,3,2,3,2,4,5,1,7,4,5,2,5,3,4,2,5,1,6,2,2,5,6,3,5,4,3,6,5,5,1,6,7,6,5,5,6,5,2,5,4,6,5,5,3,6,"Male","phase_018_subj_80",NA,NA,"杨",NA
54,522,6,4,5,5,7,4,3,5,4,4,4,-1,-2,1,3,-3,2,2,3,5,5,4,5,4,4,5,4,5,4,3,4,2,3,1,1,2,2,3,5,3,6,4,7,2,6,1,4,3,5,2,5,1,3,6,5,3,6,4,2,7,5,5,2,6,6,5,5,6,5,5,3,6,3,5,5,6,3,6,"Male","phase_018_subj_79",NA,NA,"陈",NA
55,422,5,5,6,6,5,4,4,4,5,5,4,-2,-3,1,2,-2,1,1,2,4,4,4,4,5,5,4,5,5,4,3,3,2,3,1,1,2,2,3,5,3,6,4,5,3,6,3,4,2,5,1,6,2,3,6,4,4,5,4,3,6,5,5,1,6,5,5,7,5,5,6,3,5,4,6,5,5,2,5,"Female","phase_018_subj_62",NA,NA,"刘",NA
56,575,5,4,5,5,5,5,3,4,4,5,5,-1,-1,1,1,-2,2,2,1,4,4,5,4,4,4,5,4,5,4,3,4,2,3,1,2,2,1,2,5,1,6,4,6,1,5,2,4,3,5,2,6,3,3,6,5,3,6,4,3,6,5,5,2,5,7,5,5,6,5,5,3,6,4,5,6,5,3,6,"Female","phase_018_subj_87",NA,NA,"张",NA
57,635,5,5,6,6,7,4,3,4,4,4,4,-2,-3,1,2,-2,3,2,2,4,4,4,5,4,5,5,4,5,4,3,3,2,3,1,2,2,1,2,5,3,6,3,5,1,6,3,6,3,5,2,6,3,2,5,5,3,6,4,3,7,6,6,2,5,6,7,5,5,7,6,4,5,4,6,5,5,3,6,"Male","phase_018_subj_98",NA,NA,"王",NA
58,339,5,4,6,5,7,5,4,4,5,5,5,-2,-1,1,1,-1,2,2,1,5,4,5,4,5,4,5,4,4,5,4,3,3,4,2,2,3,3,2,6,3,6,4,5,3,6,3,4,3,5,2,5,1,2,5,5,3,6,4,2,5,5,6,2,5,5,6,6,5,5,6,3,5,4,6,5,5,3,6,"Male","phase_018_subj_53",NA,NA,"李",NA
59,662,6,5,6,5,5,4,3,5,4,5,5,2,1,2,1,2,3,3,2,4,5,5,5,4,3,4,3,5,4,4,5,6,5,4,4,5,6,6,6,7,5,5,7,7,3,7,4,7,5,2,7,7,3,6,5,7,3,7,6,6,7,2,3,7,7,6,7,7,7,6,7,2,6,6,3,7,4,2,"Female","phase_018_subj_101",NA,NA,"邓",NA
60,249,6,4,5,5,7,4,4,4,4,4,5,-1,-1,1,1,-2,2,1,2,5,4,4,5,5,4,4,5,5,4,3,4,1,3,2,1,2,2,4,5,3,6,4,6,3,5,2,4,3,6,2,7,1,3,6,5,2,5,4,2,6,5,5,1,6,6,5,5,6,6,5,4,5,4,6,6,6,3,6,"Male","phase_018_subj_36",NA,NA,"赵",NA
61,248,4,4,5,5,6,4,4,5,4,4,4,-2,-2,1,1,-2,2,1,1,4,5,5,4,4,5,4,5,4,4,4,4,2,3,2,1,2,2,3,6,3,6,4,7,2,6,3,4,3,6,3,6,2,2,5,5,3,6,4,2,5,6,6,1,6,5,6,7,5,5,7,3,5,4,6,6,6,3,6,"Male","phase_018_subj_34",NA,NA,"周",NA
62,476,3,2,2,2,2,4,3,2,5,5,4,-2,1,-2,1,-2,-1,1,2,4,4,5,5,4,4,4,4,5,3,7,7,6,7,6,6,7,7,8,4,3,2,3,5,2,5,3,3,3,2,3,4,3,2,3,3,3,3,5,3,3,3,6,3,6,3,6,5,6,5,6,5,6,5,5,3,5,3,4,"Female","phase_018_subj_74",NA,NA,"李",NA
63,123,6,5,6,7,5,5,3,4,4,5,5,2,2,1,1,2,1,2,2,4,5,5,4,4,4,3,5,5,4,7,8,7,9,8,7,8,7,9,5,5,5,6,6,5,5,7,7,5,5,3,6,2,5,6,6,6,3,7,3,6,2,5,6,6,3,5,6,7,7,6,7,3,6,6,7,6,5,6,"Female","phase_018_subj_17",NA,NA,"赵",NA
64,368,5,5,5,3,1,5,3,4,4,4,5,2,-1,-1,1,-1,1,1,1,5,4,5,2,4,4,4,4,4,4,7,8,8,8,5,3,7,8,8,6,2,6,5,7,3,5,5,4,5,3,2,6,2,3,6,5,4,6,5,2,3,3,5,2,7,3,7,5,6,7,7,7,7,1,7,7,7,3,5,"Female","phase_018_subj_57",NA,NA,"李",NA
65,512,6,5,6,5,6,5,3,4,4,4,4,2,1,1,2,2,2,3,1,4,5,4,5,4,5,4,4,5,3,7,6,8,8,6,8,8,7,7,5,5,6,4,6,3,7,5,6,5,6,3,6,4,4,6,6,5,6,5,4,6,5,3,3,7,5,7,7,5,6,6,7,4,6,6,5,7,3,6,"Female","phase_018_subj_77",NA,NA,"欧",NA
1,598,5,5,6,5,5,4,4,5,5,5,5,1,-1,2,2,2,1,1,2,5,4,5,5,4,4,4,5,5,4,6,8,7,7,6,8,6,8,8,5,6,4,6,5,3,6,1,6,5,5,3,7,6,6,5,5,7,4,6,6,5,4,1,3,7,3,7,7,7,7,7,7,7,3,6,7,1,5,5,"Female","phase_019_subj_43",NA,NA,"金",NA
2,164,7,6,7,6,7,4,5,5,5,5,5,2,2,-1,3,2,3,3,3,5,4,5,5,5,4,4,4,5,5,5,5,5,6,4,5,5,5,5,6,7,1,7,6,7,5,1,7,7,3,7,6,2,5,6,6,7,6,7,7,6,7,7,7,7,7,6,7,7,7,6,7,7,7,7,7,7,7,7,"Male","phase_019_subj_16",NA,NA,"王",NA
3,456,5,6,6,7,5,4,4,4,4,5,4,1,1,2,1,2,2,3,3,4,4,4,4,4,5,4,4,5,5,6,7,6,6,5,7,6,7,8,4,6,2,7,5,6,4,7,5,7,5,6,4,6,6,5,6,6,6,7,4,6,6,5,7,5,6,5,7,7,5,6,6,6,6,7,4,6,6,5,"Male","phase_019_subj_37",NA,NA,"张",NA
4,617,6,5,7,5,5,5,3,5,5,5,4,2,-1,3,2,2,3,3,2,5,5,5,5,5,4,5,5,5,4,7,6,8,9,7,8,9,8,8,6,5,2,6,5,6,6,1,6,6,7,3,6,1,7,7,6,5,2,5,4,5,6,4,3,7,6,7,7,7,7,7,7,7,6,7,4,7,7,7,"Male","phase_019_subj_44",NA,NA,"田",NA
5,140,6,7,6,4,3,4,4,4,5,5,5,2,-2,1,-1,2,2,3,2,5,4,5,5,4,3,4,4,5,4,7,8,7,8,6,7,8,8,8,4,3,2,7,5,4,5,1,6,5,3,4,6,4,4,5,5,5,2,5,3,2,5,2,4,3,3,4,5,6,7,1,5,1,3,2,7,6,4,2,"Female","phase_019_subj_12",NA,NA,"贾",NA
6,420,3,5,5,2,1,4,4,4,5,5,4,2,1,2,3,1,1,2,2,4,5,5,5,4,5,4,3,4,4,7,8,8,6,7,6,5,6,7,5,3,3,6,5,2,7,1,6,3,5,3,6,5,5,6,3,3,1,5,4,3,3,2,2,5,2,3,6,7,7,3,7,7,6,4,4,7,3,3,"Male","phase_019_subj_33",NA,NA,"孙",NA
7,270,6,7,6,6,3,4,4,4,5,5,5,1,2,2,-3,1,2,2,1,4,4,5,5,4,2,3,3,4,3,4,7,8,5,4,6,6,8,8,4,5,2,3,4,4,5,1,6,6,4,3,6,7,4,6,5,6,5,4,3,6,5,6,2,6,7,6,7,7,7,3,7,7,3,7,7,7,3,6,"Male","phase_019_subj_22",NA,NA,"牛",NA
8,622,7,7,7,6,7,5,2,5,1,1,2,3,-3,2,3,1,3,3,3,5,5,5,5,4,4,5,4,5,5,8,7,9,5,6,8,8,5,5,7,7,6,7,7,2,2,1,7,3,7,3,7,2,7,6,6,7,6,6,7,6,7,7,3,1,7,6,7,7,7,7,7,7,7,7,7,7,7,7,"Female","phase_019_subj_47",NA,NA,"王",NA
9,531,5,4,5,5,2,4,4,5,4,4,4,2,-1,2,1,2,2,2,3,5,4,5,5,4,3,4,3,4,4,4,3,5,6,4,4,4,5,5,5,6,3,6,6,4,6,1,6,6,6,5,5,6,6,5,5,7,5,6,5,6,3,5,5,6,6,6,6,7,5,5,5,6,4,6,6,5,5,6,"Female","phase_019_subj_41",NA,NA,"李",NA
10,685,5,4,5,2,2,5,3,4,4,4,4,1,1,2,1,1,2,1,1,5,5,5,5,4,4,5,4,5,5,6,7,6,8,5,5,6,5,7,4,6,5,5,6,3,5,2,6,5,3,3,5,5,5,4,5,6,5,6,3,3,3,7,6,6,6,7,7,7,5,6,5,7,3,6,6,6,6,6,"Male","phase_019_subj_53",NA,NA,"杨",NA
11,619,6,4,5,5,3,4,4,4,4,4,5,2,1,2,2,2,3,2,2,4,5,5,5,4,3,4,3,5,4,4,4,5,6,4,5,6,5,5,5,6,4,6,6,5,5,2,6,5,4,3,3,3,5,3,6,6,6,6,4,2,3,5,6,6,6,5,6,6,6,3,5,5,3,6,7,7,6,7,"Male","phase_019_subj_46",NA,NA,"王",NA
12,432,7,6,7,6,7,5,3,5,4,5,5,3,-1,3,3,3,3,3,3,5,5,5,4,3,4,5,4,5,5,5,8,6,5,7,6,6,9,9,6,7,5,7,7,7,7,1,7,6,7,5,7,7,7,7,6,7,6,6,6,4,4,3,4,4,3,7,7,7,6,4,3,4,3,4,2,7,4,7,"Female","phase_019_subj_35",NA,NA,"马",NA
13,524,5,5,4,3,3,3,2,3,2,2,3,1,-1,1,2,1,2,1,1,4,5,2,4,4,3,3,4,4,4,7,9,5,6,7,8,8,8,7,5,4,4,5,5,4,4,2,5,4,4,3,5,2,6,5,5,4,4,4,5,5,6,5,4,5,5,5,6,4,6,6,5,5,5,5,6,4,5,5,"Male","phase_019_subj_40",NA,NA,"杨",NA
14,646,6,7,6,5,3,5,4,4,5,5,4,2,-3,1,-2,-2,2,1,2,5,4,5,5,4,3,4,4,5,4,5,6,5,7,3,4,6,5,6,4,3,2,5,5,3,5,1,6,4,3,3,7,5,3,5,6,6,3,6,3,2,3,1,4,3,4,5,5,7,7,1,7,1,4,2,5,5,3,2,"Male","phase_019_subj_50",NA,NA,"刘",NA
15,105,3,2,2,1,1,4,3,2,4,4,4,1,1,-2,1,-1,1,1,1,4,4,4,4,4,2,2,2,2,2,2,3,2,4,2,3,4,3,4,2,5,3,3,3,3,3,2,4,2,1,3,4,3,1,3,3,3,4,3,3,1,3,1,3,5,3,5,3,2,3,1,3,1,3,1,3,5,2,5,"Male","phase_019_subj_9",NA,NA,"粟",NA
16,88,5,6,6,2,5,3,4,4,4,5,4,2,-2,1,3,1,2,1,2,4,5,5,5,5,4,4,2,4,4,6,6,5,5,7,6,7,8,8,5,6,3,7,6,3,7,1,5,2,6,3,3,5,5,6,5,6,3,5,3,5,3,3,1,6,5,6,7,7,7,5,7,7,7,7,7,6,6,6,"Male","phase_019_subj_8",NA,NA,"王",NA
17,424,2,5,4,3,5,1,2,5,4,5,5,2,-1,1,3,-2,2,2,3,5,4,5,5,4,4,5,4,4,5,3,3,4,5,1,3,4,4,5,5,5,6,7,5,1,6,4,7,3,5,3,2,3,3,4,3,6,7,6,3,2,2,1,3,7,2,6,3,7,7,3,7,6,6,7,3,6,5,7,"Female","phase_019_subj_34",NA,NA,"张",NA
18,146,6,5,5,6,5,4,4,4,5,5,4,1,1,2,2,1,3,2,3,5,4,5,5,3,3,4,3,5,4,7,8,7,9,7,7,7,8,6,5,6,4,5,6,5,6,6,5,5,6,6,5,7,5,6,5,4,6,6,5,6,5,5,5,7,6,6,7,6,7,6,6,6,6,6,7,7,6,7,"Female","phase_019_subj_14",NA,NA,"温",NA
19,70,5,4,5,4,3,3,3,4,4,5,4,2,-1,1,3,2,1,3,2,5,4,5,5,5,3,3,2,4,3,6,5,4,5,4,5,6,6,7,5,4,5,6,6,3,6,2,5,4,4,3,5,5,6,4,5,4,3,4,3,3,2,2,3,6,2,5,2,7,2,3,5,4,2,4,6,7,3,4,"Male","phase_019_subj_6",NA,NA,"施",NA
20,63,6,5,5,7,6,4,3,4,5,4,5,2,1,1,3,-1,1,2,2,4,5,4,5,3,3,5,3,4,4,6,7,5,8,6,7,6,5,8,5,6,5,4,5,6,4,1,6,4,4,6,5,7,5,5,4,2,5,4,3,4,4,3,3,5,4,7,7,4,7,6,4,4,3,7,3,6,4,5,"Male","phase_019_subj_5",NA,NA,"王",NA
21,202,5,5,6,5,2,4,2,4,5,4,4,1,-1,-1,3,-1,1,1,2,4,4,4,4,2,2,4,4,4,4,5,8,6,5,7,5,7,7,9,4,7,4,4,1,4,7,7,7,7,7,4,4,4,7,7,4,4,1,4,2,4,3,7,4,3,6,7,7,7,3,7,7,7,4,7,4,7,4,3,"Male","phase_019_subj_19",NA,NA,"孙",NA
22,352,3,2,2,3,3,4,3,2,3,4,4,2,1,-1,-1,-2,-1,1,1,4,4,5,4,2,3,3,3,2,2,3,4,5,4,4,4,4,3,3,3,3,3,3,3,3,5,3,3,4,4,3,5,4,3,3,3,3,4,3,3,3,2,2,3,4,3,3,3,4,3,4,3,2,2,3,3,5,2,3,"Male","phase_019_subj_29",NA,NA,"胡",NA
23,39,3,3,4,5,2,4,3,2,4,4,5,3,-1,1,2,-1,1,2,3,5,4,5,5,5,4,3,3,5,3,5,5,4,5,3,4,6,4,7,5,3,3,4,6,2,7,1,5,4,3,3,6,4,3,4,5,5,5,4,3,6,4,2,3,6,3,7,7,7,7,5,6,6,1,7,2,6,3,4,"Male","phase_019_subj_4",NA,NA,"宋",NA
24,341,4,5,5,4,3,4,2,4,3,3,5,2,2,1,2,2,2,3,2,5,4,5,4,4,4,4,4,4,4,5,6,5,7,6,6,5,6,7,6,5,3,5,5,2,6,4,6,2,5,2,6,6,5,6,5,3,2,5,3,3,3,3,3,6,6,6,6,7,4,3,4,3,2,5,3,6,3,6,"Male","phase_019_subj_26",NA,NA,"袁",NA
25,394,7,7,7,6,6,5,2,5,5,5,5,2,1,2,-2,1,2,2,3,5,5,5,5,5,4,4,4,4,4,7,6,7,8,7,6,8,7,8,6,3,5,5,6,2,2,4,5,3,4,2,5,5,4,5,6,6,6,2,3,4,5,3,2,7,6,7,7,7,7,7,7,7,7,7,1,7,3,6,"Female","phase_019_subj_31",NA,NA,"吕",NA
26,192,7,6,6,5,4,4,3,5,4,4,4,2,-1,3,2,1,2,2,3,5,4,5,4,4,3,5,4,5,4,7,5,8,8,6,8,5,7,7,6,4,3,6,6,3,6,4,5,1,4,3,5,4,3,3,2,4,3,2,3,4,2,3,1,5,3,6,5,7,5,5,7,5,2,4,3,7,3,4,"Female","phase_019_subj_18",NA,NA,"廖",NA
27,232,2,4,4,3,2,4,1,2,3,4,4,-2,1,-3,-2,-1,1,2,2,5,3,5,4,4,4,4,3,4,3,6,6,7,9,4,1,3,8,5,7,3,2,3,1,3,4,4,2,2,1,3,2,4,3,3,4,2,3,2,3,3,3,2,2,5,2,4,3,4,1,5,6,1,3,3,3,2,2,4,"Female","phase_019_subj_20",NA,NA,"王",NA
28,162,6,5,5,3,4,4,3,4,5,5,4,2,1,1,2,2,2,1,2,5,5,5,5,5,4,4,3,4,4,4,3,4,5,4,4,4,5,5,6,4,2,6,4,3,2,4,5,4,4,3,6,4,3,4,4,5,6,6,3,3,2,3,3,7,4,6,6,6,4,5,6,6,2,6,5,4,3,6,"Female","phase_019_subj_15",NA,NA,"赵",NA
29,274,7,6,6,5,4,4,4,5,1,5,5,2,2,1,3,3,3,2,3,5,5,5,5,5,4,5,5,5,5,8,9,7,9,7,7,9,9,9,6,6,7,6,7,2,5,4,7,3,6,3,7,2,7,5,7,4,7,6,2,7,6,7,4,7,7,7,7,7,7,7,7,7,4,7,7,7,4,7,"Male","phase_019_subj_23",NA,NA,"陈",NA
